Brand,Model,Fuel_Type,Year,Kilometers_Driven,Engine,Price
Ford,Figo,Diesel,2017,95802,1498,455000
Maruti,Ertiga,Diesel,2016,130000,1248,700000
Maruti,Ertiga,Diesel,2013,67443,1248,575000
Honda,City,Petrol,2016,47681,1497,873000
Maruti,Alto,Petrol,2009,35000,796,170000
Ford,Endeavour,Diesel,2016,68000,3198,2950000
Maruti,Vitara,Diesel,2019,34688,1248,1049000
Porsche,Boxster,Petrol,2015,10512,2706,6400000
Maruti,Swift,Diesel,2016,58000,1248,755000
Tata,Zest,Petrol,2014,40000,1193,395000
Hyundai,i20,Petrol,2010,61000,1197,325000
Skoda,Fabia,Diesel,2009,86000,1422,275000
Toyota,Corolla,Diesel,2015,45000,1364,735000
Volkswagen,Ameo,Petrol,2017,55000,1198,470000
Hyundai,Creta,Petrol,2016,36855,1591,877000
Hyundai,i10,Petrol,2013,46821,1197,342000
Chevrolet,Beat,Petrol,2015,120000,1199,250000
Jaguar,XF,Diesel,2012,29000,2993,2000000
Nissan,Terrano,Petrol,2014,40000,1598,525000
Audi,Q3,Diesel,2013,60000,1968,1450000
Hyundai,i10,Petrol,2011,64984,1197,345000
Maruti,Alto,Petrol,2015,73204,998,330000
Audi,Q7,Diesel,2014,50000,4134,5100000
Maruti,Vitara,Diesel,2017,35000,1248,650000
Hyundai,EON,Petrol,2013,17729,814,365000
Mahindra,XUV300,Diesel,2012,97000,1497,725000
Hyundai,Verna,Diesel,2014,89614,1582,601000
Maruti,Wagon,Petrol,2015,14000,998,280000
Hyundai,i20,Petrol,2012,50000,1197,400000
Honda,City,Petrol,2014,62505,1497,595000
Toyota,Innova,Diesel,2011,248000,2494,919999
Hyundai,Verna,Diesel,2012,94900,1493,535000
Tata,Hexa,Diesel,2017,55000,2179,1200000
Audi,Q7,Diesel,2015,53735,2967,3894000
Maruti,Wagon,Petrol,2008,53934,998,269000
BMW,5,Diesel,2013,58500,1995,2750000
Honda,Amaze,Petrol,2014,48000,1198,275000
Maruti,Alto,Petrol,2016,24000,796,280000
Hyundai,Verna,Petrol,2016,52001,1591,645000
Tata,Tiago,Petrol,2018,9565,1199,588000
Maruti,Swift,Petrol,2013,32953,1197,465000
Hyundai,EON,Petrol,2014,18000,814,250000
Mercedes-Benz,E-Class,Petrol,2018,20446,1950,5135000
Hyundai,i20,Diesel,2016,33016,1396,685000
Toyota,Etios,Diesel,2012,48000,1364,525000
Toyota,Corolla,Diesel,2014,72022,1364,923000
Mini,Cooper,Diesel,2014,34000,1496,2200000
Volkswagen,Polo,Diesel,2014,69000,1498,519000
Skoda,Superb,Petrol,2009,108000,1798,434999
Mercedes-Benz,E-Class,Diesel,2013,34700,2148,2450000
Maruti,Swift,Diesel,2015,79000,1248,575000
Honda,City,Petrol,2016,58197,1497,919000
BMW,7,Petrol,2008,66000,2979,1075000
Hyundai,i10,Petrol,2009,60000,1197,299000
Maruti,Swift,Diesel,2014,57000,1248,389000
Honda,City,Diesel,2018,45555,1498,1173000
Maruti,Omni,Petrol,2016,55137,796,311000
Skoda,Superb,Diesel,2014,93325,1968,1445000
Maruti,Ertiga,Diesel,2018,38000,1248,869999
Hyundai,Grand,Diesel,2016,57738,1120,504000
Maruti,Ciaz,Diesel,2017,38282,1248,850000
Mercedes-Benz,New,Diesel,2014,64000,2143,1565000
Fiat,Avventura,Diesel,2015,32000,1248,565000
Mercedes-Benz,E-Class,Petrol,2010,83000,2497,1650000
Maruti,Zen,CNG,2011,76000,998,200000
Volkswagen,Vento,Petrol,2012,67200,1598,390000
BMW,3,Diesel,2013,62655,1995,1450000
BMW,5,Diesel,2015,16900,2993,4400000
Hyundai,Grand,Petrol,2017,8471,1197,500000
Toyota,Innova,Diesel,2016,69000,2755,1975000
Renault,Duster,Diesel,2017,30090,1461,1144000
Tata,Indica,Diesel,2011,120000,1248,175000
Maruti,Swift,Diesel,2013,23000,1248,560000
Mercedes-Benz,E-Class,Petrol,2016,35939,1796,3042000
Mahindra,XUV500,Diesel,2013,116694,2179,957000
Mahindra,Bolero,Diesel,2016,40448,2523,350000
Maruti,Vitara,Diesel,2018,64456,1248,1046000
Fiat,Avventura,Diesel,2014,52782,1248,484999
Honda,Amaze,Petrol,2016,51672,1199,568000
Skoda,Superb,Petrol,2015,56073,1798,1325000
Jaguar,XF,Diesel,2011,65000,2993,1600000
Maruti,Wagon,Petrol,2013,79000,998,300000
Hyundai,Santro,Petrol,2007,43206,1086,99000
Toyota,Corolla,Petrol,2010,70200,1798,500000
Maruti,Swift,Petrol,2016,42000,1197,475000
Volkswagen,Polo,Petrol,2014,62000,1198,535000
Hyundai,Grand,Petrol,2017,20000,1197,598000
Maruti,SX4,Diesel,2011,80000,1248,350000
Hyundai,Grand,Petrol,2018,50234,1197,476999
Maruti,Baleno,Petrol,2016,50003,1197,545000
Tata,Tigor,Petrol,2018,1000,1199,685000
Maruti,Swift,Diesel,2016,54897,1248,730000
Tata,Indica,Petrol,2007,108995,1193,125000
Maruti,SX4,Diesel,2015,73000,1598,825000
Maruti,Swift,Petrol,2008,65000,1298,271000
Hyundai,Xcent,Petrol,2016,32000,1197,360000
Hyundai,i20,Petrol,2010,65000,1197,300000
Maruti,Celerio,Petrol,2016,21600,998,465000
Mercedes-Benz,New,Diesel,2010,39000,2143,950000
Maruti,Swift,Petrol,2011,58075,1298,295000
Volkswagen,Vento,Petrol,2011,58000,1598,300000
Maruti,Swift,Diesel,2015,58000,1248,595000
Toyota,Corolla,Petrol,2008,89000,1798,400000
Honda,Civic,Petrol,2008,72000,1799,250000
Ford,EcoSport,Petrol,2017,1800,1499,1137000
Fiat,Linea,Diesel,2010,172050,1248,225000
Hyundai,i10,Petrol,2013,46230,1086,310000
Volvo,XC60,Diesel,2014,86925,2400,1718000
Hyundai,i20,Petrol,2018,5000,1197,650000
Honda,City,Diesel,2014,66000,1498,570000
Toyota,Innova,Diesel,2013,119000,2494,800000
Renault,KWID,Petrol,2016,45000,799,260000
Maruti,A-Star,Petrol,2009,66149,998,245000
Mercedes-Benz,B,Petrol,2014,42070,1595,1157000
Maruti,Wagon,Petrol,2012,35503,998,229999
Maruti,Swift,Diesel,2016,41460,1248,590000
Hyundai,Verna,Petrol,2015,40600,1591,720000
Hyundai,Verna,Diesel,2013,87000,1582,590000
Honda,City,Petrol,2014,30000,1497,600000
Hyundai,i10,Petrol,2010,27089,1086,195000
Toyota,Etios,Diesel,2016,53702,1364,655000
Volvo,S60,Diesel,2015,51000,1969,2500000
Ford,Figo,Diesel,2012,36542,1399,265000
Mercedes-Benz,E-Class,Diesel,2017,15000,2987,6950000
BMW,3,Diesel,2012,65000,1995,1400000
Maruti,Alto,Petrol,2014,32000,796,210000
Toyota,Innova,Diesel,2017,24393,2393,2039999
Volkswagen,Polo,Petrol,2019,1000,999,568000
Nissan,Terrano,Petrol,2014,28238,1598,555000
Mitsubishi,Pajero,Diesel,2013,59000,2477,1275000
Honda,Civic,Petrol,2012,92000,1799,335000
Maruti,Alto,Petrol,2013,56840,796,155000
Volkswagen,Vento,Diesel,2013,62746,1598,590000
Land,Rover,Diesel,2012,96000,2179,1898000
Honda,CR-V,Petrol,2014,24000,1997,1151000
Maruti,Ertiga,Diesel,2016,54000,1248,775000
Toyota,Innova,Diesel,2016,90000,2494,1390000
Tata,Manza,Petrol,2010,40000,1368,135000
Audi,Q7,Diesel,2015,65938,2967,3800000
Hyundai,Verna,Petrol,2017,16100,1591,1160000
Volkswagen,Vento,Diesel,2017,3600,1498,1225000
Honda,City,Petrol,2011,52000,1497,380000
Ford,Figo,Diesel,2014,54000,1399,325000
Honda,Jazz,Petrol,2016,15399,1199,640000
Volkswagen,Polo,Petrol,2012,75000,1198,395000
Honda,City,Petrol,2010,76752,1497,357000
Honda,City,Petrol,2005,56000,1497,125000
Maruti,Wagon,CNG,2015,70000,998,365000
Honda,CR-V,Petrol,2013,46125,2354,1250000
BMW,5,Diesel,2014,35000,1995,2300000
Ambassador,Classic,Diesel,2003,80000,1489,135000
Mahindra,Scorpio,Diesel,2012,62729,2179,632000
Volkswagen,Vento,Diesel,2012,34000,1598,340000
Maruti,Zen,Petrol,1999,70000,993,77000
Maruti,800,Petrol,2009,32000,796,90000
Toyota,Corolla,Petrol,2017,21000,1798,1800000
BMW,3,Petrol,2013,49000,1997,1900000
Ford,Ikon,Petrol,2007,40000,1299,110000
Chevrolet,Beat,Petrol,2012,78000,1199,200000
Toyota,Corolla,Diesel,2012,52000,1364,650000
Mahindra,XUV500,Diesel,2014,65213,2179,944999
Hyundai,Xcent,Diesel,2016,170000,1120,400000
Mercedes-Benz,E-Class,Diesel,2017,36884,2143,3225000
Hyundai,i10,Petrol,2009,62500,1197,210000
Toyota,Corolla,Petrol,2015,68000,1798,975000
Toyota,Corolla,Petrol,2014,40748,1798,630000
Audi,Q3,Diesel,2013,60000,1968,2100000
Hyundai,i20,Diesel,2014,12400,1396,465000
Mercedes-Benz,New,Diesel,2013,87000,2143,1700000
Maruti,Ritz,Diesel,2013,20248,1248,434999
Hyundai,Creta,Diesel,2017,52383,1582,1482000
Jaguar,XE,Diesel,2018,1000,1999,4000000
Mahindra,Xylo,Diesel,2016,85000,2489,615000
Toyota,Innova,Diesel,2014,47000,2494,1125000
Toyota,Camry,Petrol,2018,17585,2494,3200000
Audi,Q5,Diesel,2018,32496,2967,4562000
Maruti,Swift,Diesel,2017,34613,1248,624000
Maruti,Ertiga,Diesel,2015,153000,1248,480000
Maruti,Swift,Petrol,2014,54000,1197,450000
Hyundai,i10,Petrol,2015,16900,1197,387000
Hyundai,i10,Petrol,2013,62334,1197,275000
Maruti,Baleno,Petrol,2018,23714,1197,657000
Hyundai,Accent,Petrol,2010,52325,1495,200000
Honda,Brio,Petrol,2012,50000,1198,365000
Maruti,Swift,Diesel,2016,55746,1248,695000
Hyundai,Xcent,Petrol,2014,54000,1197,550000
Mahindra,XUV500,Diesel,2013,43000,2179,700000
Mercedes-Benz,E-Class,Diesel,2014,40000,2143,2400000
Land,Rover,Diesel,2010,125000,2179,1100000
Mercedes-Benz,New,Diesel,2016,51944,2143,3250000
Hyundai,i20,Diesel,2015,46950,1396,645000
Skoda,Octavia,Diesel,2015,23000,1968,1575000
Honda,City,Petrol,2014,54546,1497,550000
Toyota,Fortuner,Diesel,2015,51535,2982,1903000
Audi,Q3,Diesel,2013,45000,1968,1525000
Maruti,Alto,Petrol,2012,46004,998,240000
Tata,Indigo,Diesel,2011,124000,1396,229999
Audi,A4,Diesel,2014,77395,1968,1435000
Maruti,Alto,CNG,2018,10600,796,350000
Honda,City,Petrol,2018,22974,1497,1197000
Hyundai,Santro,Petrol,2009,89000,999,160000
Toyota,Fortuner,Diesel,2015,65012,2755,1889999
Hyundai,Grand,Petrol,2017,17125,1197,540000
Maruti,Eeco,Petrol,2015,90413,1196,295000
Volkswagen,Polo,Petrol,2013,37000,1198,509999
Maruti,Wagon,Petrol,2006,65000,1061,150000
Honda,City,Petrol,2011,66000,1497,490000
Honda,Civic,Petrol,2010,86000,1799,290000
Honda,City,Petrol,2005,98437,1493,114999
Hyundai,i20,Petrol,2010,18000,1197,229999
Hyundai,Grand,Diesel,2018,35070,1120,599000
Volkswagen,Vento,Petrol,2011,42000,1598,340000
Hyundai,i10,Petrol,2009,40000,1197,170000
Hyundai,i20,Petrol,2009,43000,1197,199000
Chevrolet,Beat,Petrol,2012,65000,1199,250000
Volkswagen,Polo,Diesel,2013,74000,1199,484999
Ford,Figo,Petrol,2010,51192,1196,265000
Audi,TT,Petrol,2014,14262,1984,2735000
Honda,City,Diesel,2015,66339,1498,690000
Ford,Figo,Diesel,2013,90200,1399,350000
Toyota,Innova,Diesel,2015,57854,2494,1250000
Maruti,Ciaz,Petrol,2017,32000,1373,919999
Hyundai,Grand,Petrol,2015,29631,1197,490000
Honda,City,Petrol,2009,55005,1493,320000
Ford,EcoSport,Petrol,2014,54173,999,555000
Skoda,Octavia,Petrol,2014,50000,1798,1350000
Fiat,Linea,Diesel,2010,145000,1248,260000
Maruti,Swift,Petrol,2015,78000,1298,450000
Land,Rover,Diesel,2013,65000,2993,3400000
Toyota,Innova,Diesel,2012,120000,2494,1200000
Maruti,Swift,Diesel,2015,14000,1248,525000
Audi,A6,Diesel,2014,57456,1968,2156000
BMW,5,Diesel,2012,44450,1995,2468000
Hyundai,i20,Petrol,2013,63777,1197,367000
BMW,X1,Diesel,2016,31000,1995,2950000
Toyota,Etios,Petrol,2012,60000,1496,310000
Tata,Indigo,Diesel,2015,78008,1405,290000
Mercedes-Benz,M-Class,Diesel,2014,33000,2987,4300000
Volkswagen,Beetle,Petrol,2009,27078,1984,1595000
Volkswagen,Polo,Diesel,2011,57275,1598,450000
Hyundai,Grand,Diesel,2014,45000,1120,349000
Maruti,Swift,Diesel,2014,57319,1248,425000
Hyundai,Verna,Diesel,2008,121097,1396,190000
BMW,5,Diesel,2011,89000,1995,1657000
Honda,City,Petrol,2012,72000,1497,575000
Audi,A4,Diesel,2013,36000,1968,1400000
Fiat,Linea,Diesel,2013,86000,1248,250000
Honda,City,Petrol,2002,85000,1343,120000
Fiat,Petra,Petrol,2005,120000,1242,85000
BMW,3,Diesel,2013,37613,1995,1395000
Ford,Fiesta,Petrol,2007,100000,1388,160000
Tata,Nano,Petrol,2016,5240,624,360000
Maruti,Eeco,CNG,2018,20000,1196,450000
Maruti,Ignis,Petrol,2019,16862,1197,606000
Maruti,Swift,Petrol,2013,59254,1298,529000
Ford,Ecosport,Diesel,2014,60000,1498,575000
Maruti,Swift,Petrol,2015,50295,1493,580000
Maruti,Swift,Petrol,2014,47674,1197,572000
Hyundai,i10,Petrol,2014,61517,1197,438999
Mahindra,XUV500,Diesel,2016,62946,2179,1105000
Hyundai,i20,Diesel,2015,66823,1396,483000
Maruti,Wagon,CNG,2013,79494,998,296000
Hyundai,i20,Diesel,2012,107000,1396,450000
BMW,7,Diesel,2011,55000,2993,1950000
Skoda,Rapid,Petrol,2017,24000,1598,875000
Audi,Q7,Diesel,2016,20002,2967,6700000
Honda,City,Petrol,2016,54317,1497,840000
Hyundai,Xcent,Petrol,2016,10200,1197,499000
Honda,City,Diesel,2016,24337,1498,818000
Honda,Brio,Petrol,2012,79000,1198,290000
Maruti,Ciaz,Diesel,2015,40500,1248,710000
Maruti,Swift,Diesel,2016,23000,1248,705000
Honda,CR-V,Petrol,2015,63050,2354,1750000
Toyota,Corolla,Petrol,2008,78000,1794,341000
Maruti,Baleno,Petrol,2005,70000,1590,130000
Honda,City,Petrol,2012,66245,1497,568000
Mahindra,Scorpio,Diesel,2007,74112,2179,409999
Skoda,Laura,Petrol,2011,87670,1798,400000
BMW,3,Diesel,2015,10000,1995,3000000
Maruti,SX4,Petrol,2007,62493,1586,180000
Maruti,Ciaz,Petrol,2015,44620,1373,693000
Land,Rover,Diesel,2012,66538,4367,7000000
Toyota,Innova,Diesel,2013,60000,2494,790000
Hyundai,Santro,Petrol,2011,20842,1086,278000
Hyundai,Santa,Diesel,2014,110000,2199,1440000
Mercedes-Benz,New,Petrol,2011,45000,1796,1350000
Maruti,Wagon,CNG,2014,40000,998,315000
Maruti,Alto,Petrol,2012,49008,796,288000
Maruti,Alto,Petrol,2016,31000,796,215000
Nissan,Sunny,Petrol,2013,8000,1498,375000
Maruti,Alto,Petrol,2019,171,796,360000
Maruti,Alto,Petrol,2018,2100,998,360000
Hyundai,Grand,Petrol,2018,20667,1197,755000
Honda,Mobilio,Diesel,2015,50000,1498,470000
Tata,Manza,Diesel,2010,100030,1248,160000
Chevrolet,Optra,Diesel,2011,75372,1991,334000
Honda,City,Petrol,2016,60475,1497,910000
Hyundai,Grand,Petrol,2019,18453,1197,617000
Hyundai,Verna,Diesel,2008,96578,1582,250000
Nissan,Micra,Petrol,2016,31001,1198,300000
Hyundai,Verna,Diesel,2012,65900,1582,575000
Hyundai,Creta,Petrol,2017,26246,1591,1075000
Maruti,Wagon,Petrol,2013,62700,998,285000
Honda,Accord,Petrol,2008,90000,2354,650000
Honda,City,Petrol,2016,36000,1497,944999
Maruti,Baleno,Diesel,2016,46000,1248,675000
Honda,City,Diesel,2017,73003,1498,775000
Hyundai,i20,Diesel,2014,46566,1396,440000
Mercedes-Benz,E-Class,Diesel,2015,41493,2987,4200000
Nissan,Terrano,Diesel,2014,103788,1461,567000
Renault,Duster,Diesel,2016,45000,1461,1150000
Maruti,Wagon,Petrol,2009,120000,998,169000
Hyundai,Getz,Diesel,2009,97359,1493,180000
Maruti,Ritz,Petrol,2016,62000,1197,320000
Honda,City,Petrol,2004,115000,1493,150000
BMW,5,Diesel,2019,18373,1995,4586000
Volkswagen,Polo,Petrol,2016,60453,1198,509999
Maruti,Swift,Diesel,2013,37000,1248,484999
Ford,Figo,Petrol,2010,69009,1196,240000
BMW,3,Diesel,2013,30000,1995,2200000
Hyundai,Verna,Diesel,2012,70707,1582,428000
Renault,Duster,Diesel,2015,64677,1461,567000
Hyundai,Grand,Petrol,2018,3000,1197,620000
BMW,X1,Diesel,2013,49000,1995,1449000
Maruti,Ritz,Diesel,2010,71000,1248,300000
Hyundai,i10,Petrol,2010,52000,1086,225000
BMW,X5,Diesel,2016,35659,2993,4378000
Honda,City,Petrol,2019,5377,1497,1145000
Mahindra,Ssangyong,Diesel,2014,65000,2696,1050000
Ford,Ecosport,Diesel,2015,92708,1498,748000
Maruti,Alto,Petrol,2010,48105,796,310000
Volkswagen,Polo,Petrol,2011,46759,1198,254999
Volkswagen,Polo,Diesel,2013,62000,1199,350000
Volkswagen,Polo,Diesel,2012,35175,1199,259000
Maruti,Ertiga,Diesel,2013,70000,1248,545000
Ford,EcoSport,Diesel,2017,30000,1498,600000
Toyota,Innova,Diesel,2016,66618,2755,1549000
BMW,5,Petrol,2010,69300,2497,1250000
Maruti,Swift,Diesel,2017,148000,1248,475000
Ford,Ecosport,Petrol,2017,22000,999,785000
Hyundai,Verna,Diesel,2013,75000,1493,600000
Tata,Zest,Petrol,2016,43706,1193,400000
Audi,A7,Diesel,2011,42000,2967,2875000
Tata,Indica,Diesel,2012,65000,1248,250000
Maruti,Swift,Diesel,2015,76128,1248,550000
Fiat,Linea,Petrol,2010,39852,1368,159000
Hyundai,i20,Petrol,2017,18673,1197,622000
Hyundai,EON,Petrol,2016,11583,814,275000
Hyundai,Santro,Petrol,2007,82000,1086,135000
Mercedes-Benz,GLA,Diesel,2017,50000,2143,2500000
Maruti,Celerio,Petrol,2014,77000,998,280000
Chevrolet,Beat,Petrol,2014,54890,1199,245000
Honda,Jazz,Petrol,2016,21000,1199,635000
BMW,3,Diesel,2009,58557,1995,800000
Renault,Duster,Diesel,2014,70000,1461,825000
Ford,Figo,Petrol,2017,16000,1499,595000
Toyota,Innova,Diesel,2018,8899,2393,1992000
Chevrolet,Beat,Diesel,2016,83629,936,315000
Volkswagen,Polo,Petrol,2014,35059,1798,575000
Ford,Endeavour,Diesel,2018,30552,3198,3244000
Hyundai,Verna,Diesel,2016,44875,1582,801000
Ford,Figo,Petrol,2017,25095,1196,648000
Maruti,800,Petrol,2007,59000,796,75000
Honda,City,Diesel,2014,36000,1498,500000
Mahindra,XUV500,Diesel,2012,37000,2179,775000
Ford,Figo,Diesel,2010,90000,1399,260000
Ford,EcoSport,Petrol,2018,17000,1497,919999
Hyundai,i20,Petrol,2015,42575,1197,505000
Toyota,Innova,Diesel,2012,131000,2494,960000
Renault,Duster,Diesel,2013,74000,1461,550000
Toyota,Innova,Diesel,2013,47234,2494,935000
Honda,City,Petrol,2009,231673,1497,260000
Maruti,Alto,Petrol,2016,10000,998,350000
Nissan,Micra,Petrol,2016,49389,1198,426000
Maruti,Celerio,Petrol,2016,12000,998,425000
Mercedes-Benz,New,Petrol,2010,65000,1796,1175000
Ford,Fiesta,Diesel,2013,177000,1498,350000
Hyundai,Verna,Petrol,2015,89000,1591,750000
Hyundai,i20,Petrol,2009,72000,1396,325000
Maruti,Swift,Petrol,2012,49000,1298,490000
Mercedes-Benz,New,Diesel,2014,51355,2143,2700000
Hyundai,Elite,Petrol,2017,13460,1197,891000
Hyundai,Verna,Petrol,2014,35642,1591,669000
Chevrolet,Cruze,Diesel,2014,52895,1998,602000
Toyota,Corolla,Petrol,2010,93000,1798,450000
Maruti,A-Star,Petrol,2011,70000,998,200000
Nissan,Micra,Diesel,2012,32048,1461,240000
Tata,Nano,Petrol,2013,4700,624,120000
Maruti,Swift,Diesel,2014,71800,1248,290000
Land,Rover,Petrol,2008,69078,1493,4088000
Audi,Q3,Diesel,2016,45000,1968,2700000
Honda,Amaze,Diesel,2016,15388,1498,750000
Chevrolet,Optra,Petrol,2004,98798,1599,150000
Audi,Q5,Diesel,2016,43000,1968,3950000
Maruti,Ritz,Diesel,2012,85112,1248,339000
Mahindra,Scorpio,Diesel,2018,37804,2179,1240000
Maruti,Ciaz,Diesel,2014,45000,1248,685000
Toyota,Corolla,Diesel,2011,116000,1364,575000
Tata,Indica,Diesel,2015,100073,1396,200000
Maruti,800,Petrol,2006,165000,796,90000
Volkswagen,Polo,Petrol,2015,22000,1198,380000
Hyundai,Elantra,Petrol,2017,9500,1999,1635000
Toyota,Fortuner,Diesel,2012,152000,2982,1650000
Maruti,Baleno,Petrol,2019,17705,1197,869999
Maruti,Baleno,Petrol,2016,12000,1197,610000
Mini,Cooper,Diesel,2013,51000,1998,2194000
Mercedes-Benz,S,Diesel,2009,42000,2987,2200000
Maruti,Alto,Petrol,2015,51000,998,265000
Maruti,Swift,Petrol,2017,42527,1197,527000
Chevrolet,Sail,Diesel,2014,45000,1248,248000
Toyota,Innova,Diesel,2011,70000,2494,600000
Toyota,Fortuner,Diesel,2009,92000,2982,890000
BMW,3,Diesel,2012,57156,1995,1800000
Skoda,Octavia,Petrol,2016,53211,1395,1164000
Toyota,Fortuner,Diesel,2019,80000,2982,899000
Volkswagen,Jetta,Diesel,2009,74000,1896,525000
Hyundai,i20,Diesel,2011,37000,1396,295000
Tata,Manza,Diesel,2013,64000,1248,265000
Volkswagen,Vento,Petrol,2013,57197,1598,400000
Hyundai,Creta,Diesel,2016,55000,1582,1250000
Maruti,Ritz,Petrol,2014,33000,1197,325000
Honda,CR-V,Petrol,2008,70000,1997,400000
Mahindra,XUV500,Diesel,2012,75000,2179,625000
Volkswagen,Ameo,Diesel,2016,58095,1498,580000
Tata,Zest,Petrol,2015,7445,1193,500000
Jaguar,XJ,Diesel,2016,17652,2993,5873000
Toyota,Corolla,Petrol,2018,28321,1798,1748999
Maruti,A-Star,Petrol,2011,69000,998,195000
Honda,Accord,Petrol,2007,80000,2354,300000
Hyundai,i20,Petrol,2014,42365,1197,550000
Toyota,Fortuner,Diesel,2013,123000,2982,1650000
Mercedes-Benz,New,Petrol,2011,40000,1796,1450000
Maruti,Baleno,Diesel,2016,30112,1248,779000
Maruti,Ertiga,Diesel,2017,43775,1248,827000
Land,Rover,Diesel,2019,26013,2993,9707000
Chevrolet,Optra,Petrol,2012,56000,1598,215000
Honda,Civic,Petrol,2008,95000,1799,300000
BMW,X3,Diesel,2014,41089,1995,2879000
Skoda,Laura,Diesel,2011,41988,1968,545000
Maruti,Swift,Diesel,2013,72486,1248,395000
Volvo,V40,Diesel,2013,92000,1984,1600000
Maruti,Swift,Petrol,2013,40000,1298,425000
Land,Rover,Diesel,2014,56000,2179,3450000
Honda,Accord,Petrol,2008,125000,2354,260000
Toyota,Innova,Diesel,2017,29219,2494,1348000
Toyota,Fortuner,Diesel,2018,39927,2982,3210000
Honda,Jazz,Petrol,2018,38593,1199,617000
Honda,City,Petrol,2015,32000,1497,550000
Maruti,Dzire,Diesel,2017,28226,1248,915000
Nissan,Sunny,Diesel,2014,95000,1461,450000
Toyota,Innova,Diesel,2014,194000,2494,1050000
Honda,Brio,Petrol,2016,14821,1198,537000
Volkswagen,Vento,Petrol,2012,52000,1598,545000
Mahindra,XUV500,Diesel,2016,33000,2179,925000
Ford,EcoSport,Diesel,2016,29200,1498,770000
Skoda,Yeti,Diesel,2012,99754,1968,799000
Hyundai,i10,Petrol,2012,49000,1197,300000
Toyota,Innova,Diesel,2005,299322,2494,400000
Tata,Zest,Diesel,2018,38310,1248,669000
Maruti,Swift,Diesel,2014,56000,1248,425000
Skoda,Rapid,Diesel,2017,31300,1498,1050000
Toyota,Innova,Diesel,2019,11241,2393,2255000
Hyundai,Verna,Petrol,2014,48000,1591,520000
Honda,City,Petrol,2019,23882,1497,1187000
Honda,City,Diesel,2014,65000,1498,699000
Volkswagen,Vento,Diesel,2011,50000,1598,500000
Audi,Q5,Diesel,2014,25000,2967,4400000
Maruti,Alto,Petrol,2015,21000,796,279000
Tata,Manza,Diesel,2012,148000,1248,290000
Hyundai,Creta,Petrol,2016,68000,1591,985000
Mercedes-Benz,GL-Class,Diesel,2014,52000,2987,4900000
Mahindra,Thar,Diesel,2016,19000,2498,925000
Hyundai,Verna,Diesel,2011,74000,1582,375000
Ford,Aspire,Diesel,2017,30279,1498,729000
Mini,Cooper,Diesel,2016,20000,1496,2350000
Maruti,Omni,Petrol,2013,34834,796,260000
Mahindra,Verito,Diesel,2015,90000,1461,310000
Mercedes-Benz,E-Class,Diesel,2016,38730,2143,2998000
Renault,Duster,Diesel,2016,57390,1461,673000
Maruti,Swift,Diesel,2016,100000,1248,350000
Volkswagen,Polo,Petrol,2011,50000,1198,235000
Mahindra,XUV500,Diesel,2017,64961,2179,1613000
Volkswagen,Polo,Petrol,2014,72465,1198,590000
Maruti,Ritz,Petrol,2012,68776,1197,390000
Chevrolet,Optra,Petrol,2005,150000,1598,150000
Toyota,Innova,Diesel,2012,68000,2494,695000
Honda,City,Diesel,2015,33000,1498,700000
Volkswagen,Ameo,Petrol,2017,22389,1198,723000
Maruti,SX4,Diesel,2012,90000,1248,381000
Maruti,Swift,Petrol,2012,42000,1197,450000
Hyundai,Creta,Diesel,2017,38767,1582,1260000
Audi,Q7,Diesel,2015,21000,2967,4800000
Maruti,Alto,Petrol,2010,59136,796,296000
Honda,Amaze,Diesel,2014,36000,1498,325000
Volkswagen,Passat,Diesel,2011,95000,1968,850000
Hyundai,Elantra,Diesel,2013,51000,1582,875000
Maruti,Wagon,Petrol,2011,36411,998,308000
Land,Rover,Diesel,2017,40000,1999,4150000
Honda,City,Petrol,2016,27300,1497,700000
Mercedes-Benz,New,Petrol,2011,29813,1991,1150000
Maruti,Wagon,Petrol,2011,71000,998,260000
Hyundai,Verna,Diesel,2014,32000,1582,430000
Maruti,Ertiga,CNG,2017,19234,1373,835000
Volkswagen,Tiguan,Diesel,2017,50510,1968,2490000
BMW,X1,Diesel,2011,102000,1995,1375000
Hyundai,Grand,Diesel,2014,42277,1186,385000
Mercedes-Benz,E-Class,Diesel,2014,46000,2143,2325000
Mahindra,Bolero,Diesel,2012,35000,2523,700000
Hyundai,Grand,Petrol,2015,50000,1197,575000
Hyundai,i10,Petrol,2008,62000,1197,165000
Volkswagen,Jetta,Diesel,2012,78000,1968,650000
Skoda,Yeti,Diesel,2011,79000,1968,750000
Audi,Q7,Diesel,2019,6773,2967,7294000
Toyota,Fortuner,Diesel,2010,135000,2982,1100000
Maruti,Wagon,Petrol,2013,36716,1061,302000
Hyundai,EON,Petrol,2013,65060,814,332000
Honda,Brio,Petrol,2013,33000,1198,324000
Maruti,Alto,Petrol,2015,11110,796,235000
Mahindra,Bolero,Diesel,2013,63000,2523,550000
Honda,City,Petrol,2015,27030,1497,675000
Skoda,Rapid,Petrol,2015,19600,1598,615000
Maruti,Swift,Petrol,2016,27755,1197,545000
Hyundai,EON,Petrol,2013,20000,814,229999
Maruti,Swift,Petrol,2015,24782,1197,621000
Nissan,Micra,Petrol,2014,47303,1198,521000
Audi,Q7,Petrol,2008,71000,4134,1199000
Maruti,Swift,Diesel,2010,135000,1248,310000
